  1.0000000e+000  1.0000000e+000  0.0000000e+000
  1.0000000e+000  9.7619723e-001  2.8333000e-004
  1.0000000e+000  9.5127746e-001  1.1876500e-003
  1.0000000e+000  9.2521013e-001  2.8006800e-003
  1.0000000e+000  8.9797112e-001  5.2185600e-003
  1.0000000e+000  8.6954557e-001  8.5456900e-003
  1.0000000e+000  8.3992869e-001  1.2894550e-002
  1.0000000e+000  8.0912993e-001  1.8384690e-002
  1.0000000e+000  7.7717452e-001  2.5141650e-002
  1.0000000e+000  7.4410791e-001  3.3294650e-002
  1.0000000e+000  7.0999281e-001  4.2975530e-002
  1.0000000e+000  6.7492016e-001  5.4313430e-002
  1.0000000e+000  6.3900553e-001  6.7432040e-002
  1.0000000e+000  6.0239190e-001  8.2444660e-002
  1.0000000e+000  5.6525157e-001  9.9448060e-002
  1.0000000e+000  5.2777893e-001  1.1851985e-001
  1.0000000e+000  4.9019765e-001  1.3970844e-001
  1.0000000e+000  4.5275038e-001  1.6303056e-001
  1.0000000e+000  4.1569472e-001  1.8846606e-001
  1.0000000e+000  3.7929778e-001  2.1595361e-001
  1.0000000e+000  3.4382170e-001  2.4539411e-001
  1.0000000e+000  3.0952439e-001  2.7664433e-001
  1.0000000e+000  2.7664433e-001  3.0952439e-001
  1.0000000e+000  2.4539411e-001  3.4382170e-001
  1.0000000e+000  2.1595361e-001  3.7929778e-001
  1.0000000e+000  1.8846606e-001  4.1569472e-001
  1.0000000e+000  1.6303056e-001  4.5275038e-001
  1.0000000e+000  1.3970844e-001  4.9019765e-001
  1.0000000e+000  1.1851985e-001  5.2777893e-001
  1.0000000e+000  9.9448060e-002  5.6525157e-001
  1.0000000e+000  8.2444660e-002  6.0239190e-001
  1.0000000e+000  6.7432040e-002  6.3900553e-001
  1.0000000e+000  5.4313430e-002  6.7492016e-001
  1.0000000e+000  4.2975530e-002  7.0999281e-001
  1.0000000e+000  3.3294650e-002  7.4410791e-001
  1.0000000e+000  2.5141650e-002  7.7717452e-001
  1.0000000e+000  1.8384690e-002  8.0912993e-001
  1.0000000e+000  1.2894550e-002  8.3992869e-001
  1.0000000e+000  8.5456900e-003  8.6954557e-001
  1.0000000e+000  5.2185600e-003  8.9797112e-001
  1.0000000e+000  2.8006800e-003  9.2521013e-001
  1.0000000e+000  1.1876500e-003  9.5127746e-001
  1.0000000e+000  2.8333000e-004  9.7619723e-001
  1.0000000e+000  0.0000000e+000  1.0000000e+000
  9.7619723e-001  1.0000000e+000  2.8333000e-004
  9.7562426e-001  9.7562426e-001  5.9435000e-004
  9.7503900e-001  9.5007800e-001  1.5588400e-003
  9.7444287e-001  9.2332862e-001  3.2711800e-003
  9.7383778e-001  8.9535101e-001  5.8349600e-003
  9.7322604e-001  8.6613017e-001  9.3628200e-003
  9.7261046e-001  8.3566250e-001  1.3976170e-002
  9.7199440e-001  8.0396033e-001  1.9804030e-002
  9.7138184e-001  7.7105400e-001  2.6981640e-002
  9.7077724e-001  7.3699539e-001  3.5648090e-002
  9.7018578e-001  7.0185775e-001  4.5944280e-002
  9.6961315e-001  6.6574443e-001  5.8007510e-002
  9.6906560e-001  6.2878661e-001  7.1967850e-002
  9.6854977e-001  5.9114618e-001  8.7942200e-002
  9.6807248e-001  5.5301495e-001  1.0602853e-001
  9.6764078e-001  5.1461163e-001  1.2630039e-001
  9.6726148e-001  4.7618344e-001  1.4879826e-001
  9.6694103e-001  4.3799695e-001  1.7352576e-001
  9.6668522e-001  4.0033305e-001  2.0044407e-001
  9.6649876e-001  3.6347665e-001  2.2947052e-001
  9.6638538e-001  3.2770764e-001  2.6047783e-001
  9.6634733e-001  2.9329373e-001  2.9329373e-001
  9.6638538e-001  2.6047783e-001  3.2770764e-001
  9.6649876e-001  2.2947052e-001  3.6347665e-001
  9.6668522e-001  2.0044407e-001  4.0033305e-001
  9.6694103e-001  1.7352576e-001  4.3799695e-001
  9.6726148e-001  1.4879826e-001  4.7618344e-001
  9.6764078e-001  1.2630039e-001  5.1461163e-001
  9.6807248e-001  1.0602853e-001  5.5301495e-001
  9.6854977e-001  8.7942200e-002  5.9114618e-001
  9.6906560e-001  7.1967850e-002  6.2878661e-001
  9.6961315e-001  5.8007510e-002  6.6574443e-001
  9.7018578e-001  4.5944280e-002  7.0185775e-001
  9.7077724e-001  3.5648090e-002  7.3699539e-001
  9.7138184e-001  2.6981640e-002  7.7105400e-001
  9.7199440e-001  1.9804030e-002  8.0396033e-001
  9.7261046e-001  1.3976170e-002  8.3566250e-001
  9.7322604e-001  9.3628200e-003  8.6613017e-001
  9.7383778e-001  5.8349600e-003  8.9535101e-001
  9.7444287e-001  3.2711800e-003  9.2332862e-001
  9.7503900e-001  1.5588400e-003  9.5007800e-001
  9.7562426e-001  5.9435000e-004  9.7562426e-001
  9.7619723e-001  2.8333000e-004  1.0000000e+000
  9.5127746e-001  1.0000000e+000  1.1876500e-003
  9.5007800e-001  9.7503900e-001  1.5588400e-003
  9.4885233e-001  9.4885233e-001  2.6195200e-003
  9.4760378e-001  9.2140568e-001  4.4712100e-003
  9.4633654e-001  8.9267297e-001  7.2255300e-003
  9.4505579e-001  8.6263947e-001  1.1003930e-002
  9.4376785e-001  8.3130330e-001  1.5937320e-002
  9.4248033e-001  7.9868066e-001  2.2164630e-002
  9.4120195e-001  7.6480704e-001  2.9831430e-002
  9.3994294e-001  7.2974351e-001  3.9086590e-002
  9.3871487e-001  6.9357437e-001  5.0080280e-002
  9.3753050e-001  6.5641749e-001  6.2957520e-002
  9.3640378e-001  6.1842212e-001  7.7853680e-002
  9.3534925e-001  5.7976931e-001  9.4888710e-002
  9.3438215e-001  5.4067535e-001  1.1415850e-001
  9.3351777e-001  5.0138325e-001  1.3573068e-001
  9.3277075e-001  4.6216568e-001  1.5963432e-001
  9.3215473e-001  4.2331466e-001  1.8585564e-001
  9.3168139e-001  3.8513159e-001  2.1433505e-001
  9.3136020e-001  3.4792215e-001  2.4496156e-001
  9.3119792e-001  3.1197923e-001  2.7757790e-001
  9.3119792e-001  2.7757790e-001  3.1197923e-001
  9.3136020e-001  2.4496156e-001  3.4792215e-001
  9.3168139e-001  2.1433505e-001  3.8513159e-001
  9.3215473e-001  1.8585564e-001  4.2331466e-001
  9.3277075e-001  1.5963432e-001  4.6216568e-001
  9.3351777e-001  1.3573068e-001  5.0138325e-001
  9.3438215e-001  1.1415850e-001  5.4067535e-001
  9.3534925e-001  9.4888710e-002  5.7976931e-001
  9.3640378e-001  7.7853680e-002  6.1842212e-001
  9.3753050e-001  6.2957520e-002  6.5641749e-001
  9.3871487e-001  5.0080280e-002  6.9357437e-001
  9.3994294e-001  3.9086590e-002  7.2974351e-001
  9.4120195e-001  2.9831430e-002  7.6480704e-001
  9.4248033e-001  2.2164630e-002  7.9868066e-001
  9.4376785e-001  1.5937320e-002  8.3130330e-001
  9.4505579e-001  1.1003930e-002  8.6263947e-001
  9.4633654e-001  7.2255300e-003  8.9267297e-001
  9.4760378e-001  4.4712100e-003  9.2140568e-001
  9.4885233e-001  2.6195200e-003  9.4885233e-001
  9.5007800e-001  1.5588400e-003  9.7503900e-001
  9.5127746e-001  1.1876500e-003  1.0000000e+000
  9.2521013e-001  1.0000000e+000  2.8006800e-003
  9.2332862e-001  9.7444287e-001  3.2711800e-003
  9.2140568e-001  9.4760378e-001  4.4712100e-003
  9.1944680e-001  9.1944680e-001  6.5100100e-003
  9.1745900e-001  8.8994521e-001  9.5077400e-003
  9.1545102e-001  8.5908503e-001  1.3595190e-002
  9.1343361e-001  8.2686697e-001  1.8913250e-002
  9.1141929e-001  7.9331116e-001  2.5611380e-002
  9.0942306e-001  7.5846072e-001  3.3845460e-002
  9.0746206e-001  7.2238645e-001  4.3774370e-002
  9.0555572e-001  6.8518572e-001  5.5557170e-002
  9.0372553e-001  6.4699332e-001  6.9345650e-002
  9.0199437e-001  6.0797691e-001  8.5279940e-002
  9.0038672e-001  5.6834161e-001  1.0347993e-001
  8.9892744e-001  5.2832836e-001  1.2403756e-001
  8.9764132e-001  4.8820660e-001  1.4701101e-001
  8.9655184e-001  4.4827620e-001  1.7241355e-001
  8.9567989e-001  4.0885211e-001  2.0021160e-001
  8.9504339e-001  3.7025946e-001  2.3031762e-001
  8.9465575e-001  3.3282008e-001  2.6258998e-001
  8.9452562e-001  2.9683745e-001  2.9683745e-001
  8.9465575e-001  2.6258998e-001  3.3282008e-001
  8.9504339e-001  2.3031762e-001  3.7025946e-001
  8.9567989e-001  2.0021160e-001  4.0885211e-001
  8.9655184e-001  1.7241355e-001  4.4827620e-001
  8.9764132e-001  1.4701101e-001  4.8820660e-001
  8.9892744e-001  1.2403756e-001  5.2832836e-001
  9.0038672e-001  1.0347993e-001  5.6834161e-001
  9.0199437e-001  8.5279940e-002  6.0797691e-001
  9.0372553e-001  6.9345650e-002  6.4699332e-001
  9.0555572e-001  5.5557170e-002  6.8518572e-001
  9.0746206e-001  4.3774370e-002  7.2238645e-001
  9.0942306e-001  3.3845460e-002  7.5846072e-001
  9.1141929e-001  2.5611380e-002  7.9331116e-001
  9.1343361e-001  1.8913250e-002  8.2686697e-001
  9.1545102e-001  1.3595190e-002  8.5908503e-001
  9.1745900e-001  9.5077400e-003  8.8994521e-001
  9.1944680e-001  6.5100100e-003  9.1944680e-001
  9.2140568e-001  4.4712100e-003  9.4760378e-001
  9.2332862e-001  3.2711800e-003  9.7444287e-001
  9.2521013e-001  2.8006800e-003  1.0000000e+000
  8.9797112e-001  1.0000000e+000  5.2185600e-003
  8.9535101e-001  9.7383778e-001  5.8349600e-003
  8.9267297e-001  9.4633654e-001  7.2255300e-003
  8.8994521e-001  9.1745900e-001  9.5077400e-003
  8.8717826e-001  8.8717826e-001  1.2810800e-002
  8.8438533e-001  8.5548182e-001  1.7275350e-002
  8.8158212e-001  8.2237311e-001  2.3052770e-002
  8.7878783e-001  7.8787840e-001  3.0303120e-002
  8.7602478e-001  7.5204903e-001  3.9192810e-002
  8.7331859e-001  7.1496740e-001  4.9890410e-002
  8.7069836e-001  6.7674625e-001  6.2563020e-002
