  0.0000000e+000  0.0000000e+000  3.0000000e+000
  1.2500000e-002  0.0000000e+000  2.8574626e+000
  2.5000000e-002  0.0000000e+000  2.7165546e+000
  3.7500000e-002  0.0000000e+000  2.5788829e+000
  5.0000000e-002  0.0000000e+000  2.4460095e+000
  6.2500000e-002  0.0000000e+000  2.3194298e+000
  7.5000000e-002  0.0000000e+000  2.2005520e+000
  8.7500000e-002  0.0000000e+000  2.0906775e+000
  1.0000000e-001  0.0000000e+000  1.9909830e+000
  1.1250000e-001  0.0000000e+000  1.9025040e+000
  1.2500000e-001  0.0000000e+000  1.8261205e+000
  1.3750000e-001  0.0000000e+000  1.7625448e+000
  1.5000000e-001  0.0000000e+000  1.7123117e+000
  1.6250000e-001  0.0000000e+000  1.6757710e+000
  1.7500000e-001  0.0000000e+000  1.6530827e+000
  1.8750000e-001  0.0000000e+000  1.6442147e+000
  6.7500000e-001  0.0000000e+000  1.5715409e+000
  6.8750000e-001  0.0000000e+000  1.4299097e+000
  7.0000000e-001  0.0000000e+000  1.2909830e+000
  7.1250000e-001  0.0000000e+000  1.1563403e+000
  7.2500000e-001  0.0000000e+000  1.0275014e+000
  7.3750000e-001  0.0000000e+000  9.0590605e-001
  7.5000000e-001  0.0000000e+000  7.9289322e-001
  7.6250000e-001  0.0000000e+000  6.8968307e-001
  7.7500000e-001  0.0000000e+000  5.9735984e-001
  7.8750000e-001  0.0000000e+000  5.1685683e-001
  8.0000000e-001  0.0000000e+000  4.4894348e-001
  8.1250000e-001  0.0000000e+000  3.9421472e-001
  8.2500000e-001  0.0000000e+000  3.5308267e-001
  8.3750000e-001  0.0000000e+000  3.2577096e-001
  8.5000000e-001  0.0000000e+000  3.1231166e-001
  0.0000000e+000  1.2500000e-002  2.8574626e+000
  1.2500000e-002  1.2500000e-002  2.7149252e+000
  2.5000000e-002  1.2500000e-002  2.5740172e+000
  3.7500000e-002  1.2500000e-002  2.4363455e+000
  5.0000000e-002  1.2500000e-002  2.3034721e+000
  6.2500000e-002  1.2500000e-002  2.1768924e+000
  7.5000000e-002  1.2500000e-002  2.0580146e+000
  8.7500000e-002  1.2500000e-002  1.9481401e+000
  1.0000000e-001  1.2500000e-002  1.8484456e+000
  1.1250000e-001  1.2500000e-002  1.7599666e+000
  1.2500000e-001  1.2500000e-002  1.6835831e+000
  1.3750000e-001  1.2500000e-002  1.6200074e+000
  1.5000000e-001  1.2500000e-002  1.5697743e+000
  1.6250000e-001  1.2500000e-002  1.5332336e+000
  1.7500000e-001  1.2500000e-002  1.5105453e+000
  1.8750000e-001  1.2500000e-002  1.5016773e+000
  6.7500000e-001  1.2500000e-002  1.4290035e+000
  6.8750000e-001  1.2500000e-002  1.2873723e+000
  7.0000000e-001  1.2500000e-002  1.1484456e+000
  7.1250000e-001  1.2500000e-002  1.0138029e+000
  7.2500000e-001  1.2500000e-002  8.8496404e-001
  7.3750000e-001  1.2500000e-002  7.6336865e-001
  7.5000000e-001  1.2500000e-002  6.5035582e-001
  7.6250000e-001  1.2500000e-002  5.4714567e-001
  7.7500000e-001  1.2500000e-002  4.5482244e-001
  7.8750000e-001  1.2500000e-002  3.7431943e-001
  8.0000000e-001  1.2500000e-002  3.0640609e-001
